,gid,X,id.s,V2,V3,V4,V5,V6,V7,V8,V9,V10,sname,gc,quota,term,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q10_15,Q10_16,Q10_17,Q11,Q12,Q13,Q14,LocationLatitude,LocationLongitude,LocationAccuracy,Survey,GID,Age,Gender
269,200319,269,R_di3wP0ZT7WV0rqd,Default Response Set,Anonymous,NA,NA,71.182.155.141,0,6/12/2015 0:00,6/12/2015 17:44,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,2,1,2,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,38,7,1,1,40.49980164,-80.18419647,-1,1334124-US,200319,62,Male
270,200320,270,R_8nLM8nQGrBZFWfz,Default Response Set,Anonymous,NA,NA,66.31.157.111,0,6/12/2015 0:00,6/12/2015 17:44,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,6,1,2,1,1,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,7,1,1,42.11090088,-71.18489838,-1,1334124-US,200320,56,Female
271,200321,271,R_6gLbWCsKVnoWyIl,Default Response Set,Anonymous,NA,NA,98.255.60.255,0,6/12/2015 0:00,6/12/2015 17:45,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,4,2,2,6,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,7,1,1,39.74420166,-121.8388977,-1,1334124-US,200321,59,Female
272,200322,272,R_d4jVcySxbOlq5w1,Default Response Set,Anonymous,NA,NA,68.230.145.89,0,6/12/2015 0:00,6/12/2015 17:46,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,3,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,39,7,1,1,41.917099,-71.44229889,-1,1334124-US,200322,29,Female
273,200323,273,R_bBCigpI98sv3llj,Default Response Set,Anonymous,NA,NA,24.2.74.215,0,6/12/2015 0:00,6/12/2015 17:51,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,2,2,2,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,44,7,1,1,40.49819946,-111.8435974,-1,1334124-US,200323,49,Female
274,200324,274,R_7U79dwuD6zWkBSd,Default Response Set,Anonymous,NA,NA,52.24.220.178,0,6/12/2015 0:00,6/12/2015 17:48,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,5,1,1,2,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,7,1,1,45.83990479,-119.7005997,-1,1334124-US,200324,40,Male
275,200325,275,R_dgl8bX4EAGeLXdr,Default Response Set,Anonymous,NA,NA,104.219.153.39,0,6/12/2015 0:00,6/12/2015 17:55,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,4,2,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,40,7,1,1,33.11799622,-80.03839874,-1,1334124-US,200325,62,Male
276,200326,276,R_b7T4nKEidHIIXd3,Default Response Set,Anonymous,NA,NA,73.26.22.121,0,6/12/2015 0:00,6/12/2015 17:52,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,1,1,2,2,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,31,7,1,1,36.47140503,-108.2509995,-1,1334124-US,200326,47,Female
277,200327,277,R_4TupRbz6qeCvX13,Default Response Set,Anonymous,NA,NA,108.98.214.194,0,6/12/2015 0:00,6/12/2015 17:52,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,6,1,2,5,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,7,6,1,38,-97,-1,1334124-US,200327,43,Female
278,200328,278,R_agDxCJsdREBVbIV,Default Response Set,Anonymous,NA,NA,74.136.84.159,0,6/12/2015 0:00,6/12/2015 17:51,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,6,1,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,17,7,1,1,38.22169495,-85.68000031,-1,1334124-US,200328,56,Female
279,200329,279,R_0PY2p2kRR8jBAVL,Default Response Set,Anonymous,NA,NA,107.137.226.240,0,6/12/2015 0:00,6/12/2015 17:54,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,5,1,2,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,7,1,1,30.27929688,-81.58509827,-1,1334124-US,200329,61,Male
280,200330,280,R_e2L6PfdpyTU7K0R,Default Response Set,Anonymous,NA,NA,166.170.14.30,0,6/12/2015 0:00,6/12/2015 17:54,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,5,2,1,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,4,1,1,34.05220032,-118.2436981,-1,1334124-US,200330,30,Male
281,200331,281,R_6AvBnIZ9SfyNH81,Default Response Set,Anonymous,NA,NA,199.5.9.243,0,6/12/2015 0:00,6/12/2015 17:57,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,4,2,2,6,2,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,7,1,1,47.67010498,-122.7200012,-1,1334124-US,200331,38,Male
282,200332,282,R_9npVCuxQTEw9UVL,Default Response Set,Anonymous,NA,NA,73.183.83.24,0,6/12/2015 0:00,6/12/2015 17:59,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,2,1,2,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,7,1,1,40.09820557,-80.78720093,-1,1334124-US,200332,46,Female
283,200333,283,R_57RHKYL3ikT2nl3,Default Response Set,Anonymous,NA,NA,172.56.20.47,0,6/12/2015 0:00,6/12/2015 17:59,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,6,2,1,7,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,1,1,32.78309631,-96.80670166,-1,1334124-US,200333,44,Female
284,200334,284,R_cOobn3Rc8e5zQkR,Default Response Set,Anonymous,NA,NA,192.3.79.56,0,6/12/2015 0:00,6/12/2015 18:04,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,6,1,2,5,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,7,1,1,42.88639832,-78.87840271,-1,1334124-US,200334,32,Male
285,200335,285,R_2a9xIbbl1N3mnfT,Default Response Set,Anonymous,NA,NA,75.167.10.64,0,6/12/2015 0:00,6/12/2015 18:03,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,5,1,2,4,2,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,12,1,33.44880676,-111.8013992,-1,1334124-US,200335,32,Female
286,200336,286,R_6AanSlnjcGZoZtb,Default Response Set,Anonymous,NA,NA,98.248.106.57,0,6/12/2015 0:00,6/12/2015 18:03,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,3,2,2,3,2,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,1,37.28030396,-121.9566956,-1,1334124-US,200336,32,Male
287,200337,287,R_eP5zbQFyxijP0jz,Default Response Set,Anonymous,NA,NA,107.77.90.84,0,6/12/2015 0:00,6/12/2015 18:06,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,3,1,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,42,3,1,1,38,-97,-1,1334124-US,200337,36,Female
288,200338,288,R_8kmUiPHzfTUZgFL,Default Response Set,Anonymous,NA,NA,74.69.81.129,0,6/12/2015 0:00,6/12/2015 18:07,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,4,2,2,7,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,32,7,1,1,43.21859741,-77.44940186,-1,1334124-US,200338,34,Female
289,200339,289,R_9uwi76iqnho1fkF,Default Response Set,Anonymous,NA,NA,76.5.8.35,0,6/12/2015 0:00,6/12/2015 18:09,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,4,2,2,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,7,1,1,26.69880676,-81.90799713,-1,1334124-US,200339,48,Female
290,200340,290,R_7ZEiijzqb7EMpBr,Default Response Set,Anonymous,NA,NA,24.180.196.131,0,6/12/2015 0:00,6/12/2015 18:09,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,2,2,2,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,7,1,1,44.80960083,-85.5707016,-1,1334124-US,200340,33,Female
291,200341,291,R_9N4g0G2Ww7gWVWl,Default Response Set,Anonymous,NA,NA,70.173.70.8,0,6/12/2015 0:00,6/12/2015 18:11,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,4,2,1,7,2,1,2,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,28,3,1,1,36.17500305,-115.1371994,-1,1334124-US,200341,55,Female
292,200342,292,R_73BHxxvgbHOhSPH,Default Response Set,Anonymous,NA,NA,98.246.128.155,0,6/12/2015 0:00,6/12/2015 18:14,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,6,2,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,47,7,1,1,45.44070435,-122.6156998,-1,1334124-US,200342,24,Female
293,200343,293,R_d3Z8A0uQ4YGSgrr,Default Response Set,Anonymous,NA,NA,73.218.65.3,0,6/12/2015 0:00,6/12/2015 18:23,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,5,2,2,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,7,1,1,42.80540466,-71.30130005,-1,1334124-US,200343,61,Male
294,200345,294,R_aYkcY8LIKB5k4fj,Default Response Set,Anonymous,NA,NA,76.20.122.195,0,6/12/2015 0:00,6/12/2015 18:21,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,4,2,2,3,2,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,1,1,38.00019836,-121.3249969,-1,1334124-US,200345,39,Female
295,200346,295,R_0cAExHpVd3mYhKd,Default Response Set,Anonymous,NA,NA,173.27.133.32,0,6/12/2015 0:00,6/12/2015 18:23,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,4,2,1,3,1,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,15,3,1,1,41.57380676,-90.45819855,-1,1334124-US,200346,53,Female
296,200347,296,R_2hlJdLBiyNlqy7X,Default Response Set,Anonymous,NA,NA,72.51.206.79,0,6/12/2015 0:00,6/12/2015 18:34,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,4,1,2,6,1,1,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,7,1,1,36.91990662,-84.16790009,-1,1334124-US,200347,32,Male
297,200348,297,R_3IAuPnmHGan3DM1,Default Response Set,Anonymous,NA,NA,98.211.96.231,0,6/12/2015 0:00,6/12/2015 18:26,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,5,1,1,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,8,7,1,1,38.72590637,-75.1678009,-1,1334124-US,200348,40,Female
298,200349,298,R_eXNwlmPb6We2beR,Default Response Set,Anonymous,NA,NA,64.121.43.31,0,6/12/2015 0:00,6/12/2015 18:26,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,5,2,2,5,2,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,7,1,1,40.60620117,-75.47799683,-1,1334124-US,200349,49,Female
299,200350,299,R_5nzbyHSE2CjojEF,Default Response Set,Anonymous,NA,NA,50.86.54.205,0,6/12/2015 0:00,6/12/2015 18:27,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,3,2,2,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,24,7,1,1,32.36540222,-90.11180115,-1,1334124-US,200350,55,Female
300,200351,300,R_8cEOrZhRKzbPB09,Default Response Set,Anonymous,NA,NA,69.57.109.46,0,6/12/2015 0:00,6/12/2015 18:30,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,5,1,2,2,1,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,7,1,1,37.13380432,-82.87470245,-1,1334124-US,200351,47,Female
301,200352,301,R_cBnJ8FCymOKv3BH,Default Response Set,Anonymous,NA,NA,50.44.244.225,0,6/12/2015 0:00,6/12/2015 18:31,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,6,1,1,1,1,3,1,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,13,7,1,1,37.88789368,-88.90329742,-1,1334124-US,200352,29,Male
302,200353,302,R_cvCwIKS9g0FMFSd,Default Response Set,Anonymous,NA,NA,216.64.190.252,0,6/12/2015 0:00,6/12/2015 18:38,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,4,1,2,1,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,7,1,1,32.21789551,-110.9685974,-1,1334124-US,200353,50,Female
303,200354,303,R_6fXoV7ykGA1sp37,Default Response Set,Anonymous,NA,NA,67.82.223.83,0,6/12/2015 0:00,6/12/2015 18:38,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,3,2,2,7,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,32,7,6,1,40.60090637,-73.93969727,-1,1334124-US,200354,52,Male
304,200355,304,R_cNjWVfwHD6PX79P,Default Response Set,Anonymous,NA,NA,68.173.235.238,0,6/12/2015 0:00,6/12/2015 18:42,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,2,2,1,6,2,1,2,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,3,1,1,40.76939392,-73.96089935,-1,1334124-US,200355,29,Female
305,200357,305,R_9AZ0cAMvse4R1kx,Default Response Set,Anonymous,NA,NA,65.26.232.5,0,6/12/2015 0:00,6/12/2015 18:49,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,3,2,2,7,2,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,7,1,1,42.97340393,-88.10310364,-1,1334124-US,200357,60,Male
306,200358,306,R_cI84YLEynui4q3P,Default Response Set,Anonymous,NA,NA,75.72.6.53,0,6/12/2015 0:00,6/12/2015 18:47,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,3,1,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,23,7,1,1,44.82670593,-93.3132019,-1,1334124-US,200358,63,Female
307,200359,307,R_eIGGKtHsP0tWU2V,Default Response Set,Anonymous,NA,NA,66.68.69.218,0,6/12/2015 0:00,6/12/2015 18:48,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,3,1,2,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,43,3,1,1,30.20579529,-97.80020142,-1,1334124-US,200359,57,Male
308,200360,308,R_b45Iw1kKERYqmDX,Default Response Set,Anonymous,NA,NA,107.129.125.109,0,6/12/2015 0:00,6/12/2015 18:50,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,6,1,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,32,7,1,1,30.3999939,-97.75279999,-1,1334124-US,200360,23,Female
309,200361,309,R_d0glQqbO53qUyW1,Default Response Set,Anonymous,NA,NA,162.244.81.174,0,6/12/2015 0:00,6/12/2015 19:01,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,5,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,32,7,1,1,40.71429443,-74.0059967,-1,1334124-US,200361,26,Male
310,200362,310,R_es1dZgb5oulG9Lf,Default Response Set,Anonymous,NA,NA,73.43.110.198,0,6/12/2015 0:00,6/12/2015 18:53,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,6,2,2,3,2,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,1,1,33.88999939,-84.30280304,-1,1334124-US,200362,49,Male
311,200364,311,R_8tZZF9xbl8OWIDz,Default Response Set,Anonymous,NA,NA,173.209.211.237,0,6/12/2015 0:00,6/12/2015 18:58,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,4,2,1,7,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,42,3,1,1,38,-97,-1,1334124-US,200364,41,Male
312,200365,312,R_3w0emcgggZHyqAR,Default Response Set,Anonymous,NA,NA,76.234.70.163,0,6/12/2015 0:00,6/12/2015 19:00,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,6,1,2,3,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,1,1,38.66670227,-121.629303,-1,1334124-US,200365,51,Male
313,200366,313,R_eJKnhIr97NdhDyl,Default Response Set,Anonymous,NA,NA,107.131.105.56,0,6/12/2015 0:00,6/12/2015 19:03,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,6,1,1,1,2,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,12,1,38.64709473,-121.5418015,-1,1334124-US,200366,40,Female
314,200367,314,R_enijdCBoOpnRWdv,Default Response Set,Anonymous,NA,NA,73.176.100.73,0,6/12/2015 0:00,6/12/2015 19:02,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,3,1,1,7,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,13,7,1,1,39.8296051,-88.94419861,-1,1334124-US,200367,49,Male
315,200368,315,R_b335BCAB7lNkC6V,Default Response Set,Anonymous,NA,NA,71.59.175.215,0,6/12/2015 0:00,6/12/2015 19:05,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,4,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,1,1,1,46.19329834,-123.0547943,-1,1334124-US,200368,33,Female
316,200369,316,R_brwP6npq14FQEND,Default Response Set,Anonymous,NA,NA,108.244.25.24,0,6/12/2015 0:00,6/12/2015 19:11,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,3,2,2,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,5,2,1,1,33.92979431,-117.3647003,-1,1334124-US,200369,32,Female
317,200370,317,R_doIWFjOBy8EINTv,Default Response Set,Anonymous,NA,NA,98.80.0.221,0,6/12/2015 0:00,6/12/2015 19:07,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,2,1,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,7,1,1,32.52059937,-92.1065979,-1,1334124-US,200370,56,Female
318,200371,318,R_eIFku14Vqutrxn7,Default Response Set,Anonymous,NA,NA,73.164.135.93,0,6/12/2015 0:00,6/12/2015 19:13,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,3,1,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,37,7,1,1,45.02360535,-123.1125031,-1,1334124-US,200371,64,Female
319,200372,319,R_bmtWu70AkeJRsuV,Default Response Set,Anonymous,NA,NA,50.147.245.234,0,6/12/2015 0:00,6/12/2015 19:13,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,2,1,2,1,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,1,1,33.80419922,-83.88929749,-1,1334124-US,200372,57,Female
320,200373,320,R_eCK82h0JgmbSUQt,Default Response Set,Anonymous,NA,NA,24.147.95.0,0,6/12/2015 0:00,6/12/2015 19:17,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,2,2,2,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,45,7,1,1,44.45239258,-73.18409729,-1,1334124-US,200373,60,Female
321,200374,321,R_0Tb0q7xXG66K4cJ,Default Response Set,Anonymous,NA,NA,173.72.84.12,0,6/12/2015 0:00,6/12/2015 19:24,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,5,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,30,7,1,1,40.00010681,-74.99320221,-1,1334124-US,200374,55,Female
322,200375,322,R_0qOOwIruKWtxYqh,Default Response Set,Anonymous,NA,NA,74.118.202.200,0,6/12/2015 0:00,6/12/2015 19:19,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,3,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,13,7,1,1,38.81129456,-89.53610229,-1,1334124-US,200375,52,Female
323,200376,323,R_3WqfokHxzdnxht3,Default Response Set,Anonymous,NA,NA,75.92.115.174,0,6/12/2015 0:00,6/12/2015 19:28,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,5,2,2,6,2,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,10,1,33.86270142,-118.1806946,-1,1334124-US,200376,39,Female
324,200377,324,R_3PZ20hss8b5706F,Default Response Set,Anonymous,NA,NA,173.245.156.64,0,6/12/2015 0:00,6/12/2015 19:37,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,2,2,2,3,2,1,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,32,7,1,1,44.86210632,-74.71360016,-1,1334124-US,200377,39,Female
325,200378,325,R_1NVKIDK22PGKKhL,Default Response Set,Anonymous,NA,NA,50.9.189.21,0,6/12/2015 0:00,6/12/2015 19:25,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,6,2,2,2,2,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,1,34.00390625,-118.4337997,-1,1334124-US,200378,55,Female
326,200379,326,R_3I73cZnxWfe0Lvn,Default Response Set,Anonymous,NA,NA,74.138.174.201,0,6/12/2015 0:00,6/12/2015 19:25,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,3,1,2,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,17,7,1,1,38.15130615,-85.86180115,-1,1334124-US,200379,59,Male
327,200380,327,R_a3RGElaSsZa1Xmt,Default Response Set,Anonymous,NA,NA,108.204.118.196,0,6/12/2015 0:00,6/12/2015 19:31,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,3,1,2,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,7,5,1,33.73880005,-118.2956009,-1,1334124-US,200380,54,Female
328,200381,328,R_cU4uLRcwQYwfUPj,Default Response Set,Anonymous,NA,NA,69.244.249.3,0,6/12/2015 0:00,6/12/2015 19:38,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,3,2,2,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,9,5,1,1,28.73939514,-81.85549927,-1,1334124-US,200381,37,Female
329,200382,329,R_b3g52pZCRdoBbKd,Default Response Set,Anonymous,NA,NA,173.209.211.236,0,6/12/2015 0:00,6/12/2015 19:40,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,2,1,2,3,2,1,2,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,42,7,1,1,38,-97,-1,1334124-US,200382,48,Female
330,200383,330,R_71cWWgdQ7cgl2YJ,Default Response Set,Anonymous,NA,NA,198.8.80.158,0,6/12/2015 0:00,6/12/2015 19:37,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,5,1,2,6,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,7,1,1,34.04379272,-118.2512054,-1,1334124-US,200383,32,Male
331,200384,331,R_4ZT2VW6SKWLprmJ,Default Response Set,Anonymous,NA,NA,67.223.16.16,0,6/12/2015 0:00,6/12/2015 19:36,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,6,2,2,7,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,42,7,1,1,36.54060364,-82.17569733,-1,1334124-US,200384,54,Male
