"id" "heduc" "heblack" "mixed" "years" "div"
"835" 3536 "16+ years" "No" "No" 18.9020004272461 "No"
"836" 3540 "12-15 years" "No" "No" 7.91499996185303 "Yes"
"837" 3548 "< 12 years" "No" "No" 7.4520001411438 "No"
"838" 3551 "16+ years" "No" "No" 28.7800006866455 "No"
"839" 3556 "16+ years" "No" "No" 3.58100008964539 "Yes"
"840" 3558 "16+ years" "No" "No" 9.0290002822876 "No"
"841" 3562 "16+ years" "No" "No" 20.0219993591309 "No"
"842" 3567 "16+ years" "No" "No" 12.1420001983643 "No"
"843" 3570 "16+ years" "No" "No" 29.9139995574951 "No"
"844" 3573 "< 12 years" "No" "No" 48.8619995117188 "No"
"845" 3577 "12-15 years" "No" "No" 22.3759994506836 "No"
"846" 3580 "< 12 years" "No" "No" 44.8240013122559 "No"
"847" 3583 "< 12 years" "No" "No" 46.0859985351562 "No"
"848" 3586 "< 12 years" "No" "No" 37.7519989013672 "No"
"849" 3589 "16+ years" "No" "No" 15.7650003433228 "No"
"850" 3592 "< 12 years" "No" "No" 8.83500003814697 "Yes"
"851" 3594 "16+ years" "No" "No" 34.3684997558594 "Yes"
"852" 3597 "< 12 years" "No" "No" 5.96049976348877 "Yes"
"853" 3602 "16+ years" "No" "No" 23.496000289917 "No"
"854" 3604 "< 12 years" "Yes" "No" 48.3199996948242 "No"
"855" 3609 "16+ years" "No" "No" 19.8330001831055 "No"
"856" 3616 "12-15 years" "No" "No" 3.83299994468689 "Yes"
"857" 3621 "12-15 years" "No" "No" 3.73200011253357 "No"
"858" 3623 "< 12 years" "No" "No" 15.0120000839233 "No"
"859" 3624 "< 12 years" "No" "No" 13.8339996337891 "Yes"
"860" 3627 "< 12 years" "Yes" "No" 44.3390007019043 "No"
"861" 3638 "12-15 years" "No" "No" 7.37550020217896 "Yes"
"862" 3646 "< 12 years" "No" "No" 73.068000793457 "No"
"863" 3648 "< 12 years" "Yes" "No" 28.1245002746582 "Yes"
"864" 3650 "< 12 years" "No" "No" 28.0874996185303 "Yes"
"865" 3653 "< 12 years" "No" "No" 41.6889991760254 "No"
"866" 3655 "< 12 years" "No" "No" 2.00099992752075 "No"
"867" 3658 "< 12 years" "No" "No" 2.00099992752075 "No"
"868" 3662 "< 12 years" "No" "No" 6.26700019836426 "No"
"869" 3668 "< 12 years" "No" "No" 5.19649982452393 "Yes"
"870" 3683 "12-15 years" "No" "No" 19.9969997406006 "No"
"871" 3685 "16+ years" "No" "No" 42.4609985351562 "No"
"872" 3688 "12-15 years" "No" "No" 46.0400009155273 "No"
"873" 3694 "< 12 years" "No" "No" 2.03999996185303 "No"
"874" 3700 "12-15 years" "No" "No" 14.3734998703003 "Yes"
"875" 3703 "< 12 years" "No" "No" 51.8520011901855 "No"
"876" 3714 "12-15 years" "No" "No" 8.65200042724609 "Yes"
"877" 3716 "< 12 years" "No" "No" 30.7255001068115 "Yes"
"878" 3719 "12-15 years" "No" "No" 35.6189994812012 "No"
"879" 3725 "12-15 years" "No" "No" 23.753999710083 "No"
"880" 3728 "16+ years" "No" "No" 28 "No"
"881" 3730 "12-15 years" "No" "No" 1.91349995136261 "Yes"
"882" 3734 "< 12 years" "No" "No" 1.43449997901917 "Yes"
"883" 3736 "< 12 years" "No" "No" 46.0040016174316 "No"
"884" 3741 "12-15 years" "No" "No" 10.5790004730225 "Yes"
"885" 3744 "< 12 years" "No" "No" 9.16349983215332 "Yes"
"886" 3747 "< 12 years" "No" "No" 47.8330001831055 "No"
"887" 3751 "< 12 years" "No" "No" 12 "No"
"888" 3754 "12-15 years" "No" "No" 9.66499996185303 "Yes"
"889" 3757 "< 12 years" "No" "No" 38.1030006408691 "No"
"890" 3760 "< 12 years" "No" "No" 12 "No"
"891" 3763 "12-15 years" "No" "No" 37.4179992675781 "No"
"892" 3767 "16+ years" "No" "No" 23.951000213623 "No"
"893" 3768 "16+ years" "No" "No" 23.951000213623 "No"
"894" 3771 "< 12 years" "No" "No" 36 "No"
"895" 3774 "12-15 years" "No" "No" 44.9990005493164 "No"
"896" 3776 "12-15 years" "No" "No" 33.7929992675781 "No"
"897" 3778 "12-15 years" "No" "No" 1.72200000286102 "Yes"
"898" 3784 "< 12 years" "No" "No" 2.90750002861023 "Yes"
"899" 3790 "< 12 years" "No" "No" 15.0010004043579 "No"
"900" 3792 "12-15 years" "No" "No" 4.08199977874756 "Yes"
"901" 3794 "12-15 years" "No" "No" 50.3790016174316 "Yes"
"902" 3796 "< 12 years" "No" "No" 20.7474994659424 "Yes"
"903" 3798 "12-15 years" "No" "No" 25.4050006866455 "No"
"904" 3802 "< 12 years" "No" "No" 1.74650001525879 "Yes"
"905" 3803 "12-15 years" "No" "No" 25.4050006866455 "No"
"906" 3805 "12-15 years" "No" "No" 47.0800018310547 "No"
"907" 3808 "12-15 years" "No" "No" 45.6259994506836 "No"
"908" 3816 "< 12 years" "No" "No" 8.14000034332275 "No"
"909" 3827 "12-15 years" "No" "No" 9.81799983978271 "No"
"910" 3831 "16+ years" "No" "No" 23.6550006866455 "Yes"
"911" 3834 "12-15 years" "No" "No" 4.20800018310547 "Yes"
"912" 3836 "< 12 years" "No" "No" 13.8345003128052 "Yes"
"913" 3844 "12-15 years" "No" "No" 4.58599996566772 "Yes"
"914" 3850 "< 12 years" "No" "No" 6.67500019073486 "Yes"
"915" 3853 "12-15 years" "Yes" "No" 40.9500007629395 "No"
"916" 3857 "12-15 years" "Yes" "No" 1.49199998378754 "No"
"917" 3870 "< 12 years" "Yes" "No" 17.9990005493164 "No"
"918" 3872 "< 12 years" "Yes" "No" 14.9980001449585 "No"
"919" 3877 "12-15 years" "Yes" "No" 5.79899978637695 "No"
"920" 3893 "< 12 years" "No" "No" 11.5424995422363 "Yes"
"921" 3895 "< 12 years" "No" "No" 32.7470016479492 "No"
"922" 3898 "< 12 years" "No" "No" 51.2910003662109 "No"
"923" 3905 "< 12 years" "No" "No" 10.3050003051758 "Yes"
"924" 3910 "< 12 years" "Yes" "No" 6.13600015640259 "No"
"925" 3913 "12-15 years" "Yes" "No" 5.5770001411438 "No"
"926" 3915 "12-15 years" "No" "No" 19.9125003814697 "Yes"
"927" 3918 "16+ years" "No" "No" 41.5029983520508 "No"
"928" 3923 "16+ years" "No" "No" 7.06899976730347 "No"
"929" 3924 "16+ years" "No" "No" 7.06899976730347 "No"
"930" 3926 "< 12 years" "No" "No" 31.6660003662109 "Yes"
"931" 3927 "12-15 years" "No" "No" 7.76700019836426 "No"
"932" 3930 "< 12 years" "No" "No" 44.8730010986328 "No"
"933" 3932 "16+ years" "No" "No" 1.49800002574921 "Yes"
"934" 3941 "12-15 years" "No" "No" 26.5270004272461 "No"
"935" 3948 "16+ years" "No" "No" 21.9190006256104 "Yes"
"936" 3965 "12-15 years" "No" "No" 1.84300005435944 "No"
"937" 3979 "12-15 years" "No" "Yes" 0.75 "Yes"
"938" 3981 "16+ years" "No" "No" 47.5429992675781 "No"
"939" 3986 "< 12 years" "No" "No" 16.9990005493164 "No"
"940" 3988 "12-15 years" "No" "No" 47.943000793457 "No"
"941" 3990 "12-15 years" "No" "No" 14.9980001449585 "No"
"942" 3994 "12-15 years" "No" "No" 4.14499998092651 "Yes"
"943" 3995 "12-15 years" "No" "No" 10.7930002212524 "No"
"944" 3998 "12-15 years" "No" "No" 26.4969997406006 "No"
"945" 3999 "12-15 years" "No" "No" 13.7440004348755 "No"
"946" 4001 "< 12 years" "No" "No" 43.0009994506836 "No"
"947" 4004 "< 12 years" "No" "No" 43.0009994506836 "No"
"948" 4006 "12-15 years" "No" "No" 49.2480010986328 "No"
"949" 4012 "12-15 years" "No" "No" 3.25500011444092 "No"
"950" 4015 "12-15 years" "No" "No" 24.9990005493164 "No"
"951" 4017 "< 12 years" "No" "No" 43.9970016479492 "No"
"952" 4021 "12-15 years" "No" "No" 8.04100036621094 "Yes"
"953" 4028 "12-15 years" "No" "No" 11.9259996414185 "No"
"954" 4030 "16+ years" "No" "No" 17.5909996032715 "No"
"955" 4037 "12-15 years" "No" "No" 18.4200000762939 "Yes"
"956" 4042 "12-15 years" "No" "No" 12.085000038147 "Yes"
"957" 4045 "12-15 years" "No" "No" 9.77449989318848 "Yes"
"958" 4053 "< 12 years" "No" "No" 16.2520008087158 "No"
"959" 4055 "12-15 years" "No" "No" 31.3400001525879 "No"
"960" 4058 "12-15 years" "No" "No" 31.3400001525879 "No"
"961" 4060 "< 12 years" "No" "No" 44.0270004272461 "No"
"962" 4063 "12-15 years" "No" "No" 43.5810012817383 "No"
"963" 4064 "12-15 years" "No" "No" 7.82999992370605 "No"
"964" 4072 "12-15 years" "No" "No" 10.8719997406006 "Yes"
"965" 4074 "12-15 years" "No" "No" 10.0725002288818 "Yes"
"966" 4076 "12-15 years" "No" "No" 26.4200000762939 "No"
"967" 4086 "16+ years" "No" "No" 44.435001373291 "No"
"968" 4097 "12-15 years" "Yes" "No" 21.0380001068115 "No"
"969" 4102 "16+ years" "No" "No" 14.9350004196167 "No"
"970" 4107 "12-15 years" "No" "No" 6.00099992752075 "No"
"971" 4109 "12-15 years" "No" "No" 29.9820003509521 "No"
"972" 4111 "16+ years" "No" "No" 34.7900009155273 "No"
"973" 4114 "16+ years" "No" "No" 34.7900009155273 "No"
"974" 4119 "< 12 years" "No" "No" 5.03200006484985 "No"
"975" 4122 "< 12 years" "No" "No" 46.7620010375977 "No"
"976" 4124 "12-15 years" "No" "No" 1.62399995326996 "No"
"977" 4126 "16+ years" "No" "No" 26.4200000762939 "No"
"978" 4129 "16+ years" "No" "No" 32.5449981689453 "No"
"979" 4130 "16+ years" "No" "No" 19.9260005950928 "No"
"980" 4132 "16+ years" "No" "No" 53.7490005493164 "No"
"981" 4136 "12-15 years" "No" "No" 2.99799990653992 "Yes"
"982" 4138 "16+ years" "No" "No" 18.1569995880127 "No"
"983" 4141 "< 12 years" "No" "No" 53.390998840332 "No"
"984" 4143 "12-15 years" "No" "No" 26.6669998168945 "No"
"985" 4145 "12-15 years" "No" "No" 20 "Yes"
"986" 4147 "< 12 years" "No" "No" 54.226001739502 "No"
"987" 4149 "< 12 years" "No" "No" 19.9400005340576 "No"
"988" 4152 "16+ years" "No" "No" 4.57999992370605 "Yes"
"989" 4156 "12-15 years" "No" "No" 15.1619997024536 "No"
"990" 4162 "12-15 years" "No" "No" 27.9969997406006 "No"
"991" 4165 "< 12 years" "No" "No" 18.3379993438721 "Yes"
"992" 4171 "12-15 years" "No" "No" 20.6110000610352 "No"
"993" 4175 "16+ years" "No" "No" 10.7519998550415 "No"
"994" 4187 "16+ years" "No" "No" 39.4220008850098 "No"
"995" 4191 "16+ years" "No" "No" 12.6490001678467 "No"
"996" 4199 "12-15 years" "No" "No" 5.56899976730347 "No"
"997" 4207 "12-15 years" "No" "No" 5.4980001449585 "Yes"
"998" 4209 "16+ years" "No" "No" 46.6529998779297 "No"
"999" 4211 "< 12 years" "No" "No" 48.8950004577637 "No"
"1000" 4216 "12-15 years" "No" "No" 6.27799987792969 "No"
"1001" 4219 "12-15 years" "No" "No" 6.27799987792969 "No"
"1002" 4222 "< 12 years" "No" "No" 6.11399984359741 "No"
"1003" 4225 "12-15 years" "No" "No" 62.7519989013672 "No"
"1004" 4227 "12-15 years" "No" "No" 32.4220008850098 "No"
"1005" 4229 "12-15 years" "No" "No" 48.4630012512207 "No"
"1006" 4232 "< 12 years" "No" "No" 32.1669998168945 "No"
"1007" 4235 "< 12 years" "Yes" "Yes" 22.4969997406006 "Yes"
"1008" 4265 "12-15 years" "No" "No" 13.996000289917 "No"
"1009" 4268 "12-15 years" "Yes" "No" 7.00099992752075 "No"
"1010" 4270 "12-15 years" "No" "No" 35.2529983520508 "No"
"1011" 4274 "< 12 years" "Yes" "No" 6.65299987792969 "No"
"1012" 4276 "< 12 years" "Yes" "No" 6.65299987792969 "No"
"1013" 4278 "< 12 years" "No" "No" 12 "No"
"1014" 4280 "< 12 years" "No" "Yes" 16.7285003662109 "Yes"
"1015" 4293 "12-15 years" "No" "No" 9.82900047302246 "No"
"1016" 4295 "< 12 years" "No" "No" 43.0009994506836 "No"
"1017" 4298 "< 12 years" "No" "No" 43.0009994506836 "No"
"1018" 4302 "< 12 years" "No" "No" 54.0670013427734 "No"
"1019" 4305 "< 12 years" "No" "No" 54.8310012817383 "No"
"1020" 4307 "< 12 years" "No" "No" 42.0040016174316 "No"
"1021" 4316 "16+ years" "No" "No" 9.37199974060059 "No"
"1022" 4318 "< 12 years" "No" "No" 32.0029983520508 "No"
"1023" 4320 "< 12 years" "No" "No" 38.0009994506836 "No"
"1024" 4321 "12-15 years" "No" "No" 5.03800010681152 "No"
"1025" 4323 "16+ years" "No" "No" 3.52500009536743 "Yes"
"1026" 4325 "12-15 years" "No" "No" 20.4629993438721 "Yes"
"1027" 4328 "12-15 years" "No" "No" 25.8920001983643 "No"
"1028" 4335 "12-15 years" "No" "No" 49.6290016174316 "No"
"1029" 4338 "< 12 years" "No" "No" 42.6040000915527 "No"
"1030" 4340 "12-15 years" "No" "No" 33.3089981079102 "No"
"1031" 4341 "12-15 years" "No" "No" 9.79599952697754 "No"
"1032" 4342 "12-15 years" "No" "No" 21.1310005187988 "No"
"1033" 4348 "< 12 years" "No" "No" 19.4990005493164 "Yes"
"1034" 4350 "16+ years" "No" "No" 22.0009994506836 "No"
"1035" 4353 "< 12 years" "No" "No" 4.00299978256226 "No"
"1036" 4355 "< 12 years" "No" "No" 1.16600000858307 "Yes"
"1037" 4356 "12-15 years" "No" "No" 36.0820007324219 "No"
"1038" 4358 "16+ years" "No" "No" 8.75300025939941 "No"
"1039" 4360 "12-15 years" "No" "No" 6.63399982452393 "Yes"
"1040" 4365 "12-15 years" "No" "No" 13.2484998703003 "Yes"
"1041" 4367 "16+ years" "No" "No" 31.7479991912842 "No"
"1042" 4368 "12-15 years" "No" "No" 3.55100011825562 "No"
"1043" 4371 "12-15 years" "No" "No" 34.3520011901855 "No"
"1044" 4373 "12-15 years" "No" "No" 52.4980010986328 "No"
"1045" 4377 "12-15 years" "No" "No" 7.51800012588501 "No"
"1046" 4380 "12-15 years" "No" "No" 36 "No"
"1047" 4387 "16+ years" "No" "No" 7.00099992752075 "No"
"1048" 4390 "16+ years" "No" "No" 7.00099992752075 "No"
"1049" 4392 "12-15 years" "No" "No" 39.3289985656738 "No"
"1050" 4394 "16+ years" "No" "No" 1.82299995422363 "No"
"1051" 4397 "12-15 years" "No" "No" 30.4150009155273 "No"
"1052" 4401 "< 12 years" "No" "No" 4.5939998626709 "No"
"1053" 4404 "12-15 years" "No" "No" 4.5939998626709 "No"
"1054" 4410 "12-15 years" "No" "No" 22.3050003051758 "No"
"1055" 4415 "16+ years" "No" "No" 20.3339996337891 "Yes"
"1056" 4419 "12-15 years" "No" "No" 20.3339996337891 "Yes"
"1057" 4422 "12-15 years" "No" "No" 37.7929992675781 "No"
"1058" 4429 "< 12 years" "No" "No" 25.8314990997314 "Yes"
"1059" 4432 "12-15 years" "No" "No" 22.5 "Yes"
"1060" 4435 "16+ years" "No" "No" 42.6230010986328 "No"
"1061" 4439 "16+ years" "No" "No" 32.8129997253418 "No"
"1062" 4442 "16+ years" "No" "No" 8.81900024414062 "No"
"1063" 4444 "16+ years" "No" "No" 46.4560012817383 "No"
"1064" 4451 "16+ years" "No" "No" 2.26699995994568 "No"
"1065" 4461 "16+ years" "No" "No" 1.33599996566772 "Yes"
"1066" 4463 "12-15 years" "Yes" "No" 62.3380012512207 "No"
"1067" 4469 "< 12 years" "Yes" "No" 36.75 "No"
"1068" 4472 "< 12 years" "Yes" "No" 36.75 "No"
"1069" 4474 "< 12 years" "No" "No" 19.9535007476807 "Yes"
"1070" 4476 "12-15 years" "No" "No" 24.4309997558594 "Yes"
"1071" 4479 "< 12 years" "No" "No" 51.8740005493164 "No"
"1072" 4481 "12-15 years" "No" "No" 10.918999671936 "No"
"1073" 4483 "16+ years" "No" "No" 34.3380012512207 "No"
"1074" 4484 "12-15 years" "No" "No" 20.9990005493164 "Yes"
"1075" 4492 "12-15 years" "No" "No" 9.91399955749512 "Yes"
"1076" 4493 "< 12 years" "No" "No" 15.3020000457764 "No"
"1077" 4502 "12-15 years" "No" "No" 62.0839996337891 "No"
"1078" 4504 "12-15 years" "No" "No" 9.08399963378906 "Yes"
"1079" 4507 "12-15 years" "No" "No" 24.5799999237061 "No"
"1080" 4511 "< 12 years" "No" "No" 11.3240003585815 "No"
"1081" 4516 "12-15 years" "No" "No" 6.49700021743774 "Yes"
"1082" 4518 "12-15 years" "No" "No" 6.49700021743774 "Yes"
"1083" 4520 "< 12 years" "No" "No" 32.3370018005371 "No"
"1084" 4524 "12-15 years" "No" "No" 25.4699993133545 "No"
"1085" 4526 "12-15 years" "No" "No" 29.7709999084473 "No"
"1086" 4531 "12-15 years" "No" "No" 17.2919998168945 "No"
"1087" 4538 "12-15 years" "No" "No" 20.0300006866455 "Yes"
"1088" 4541 "12-15 years" "No" "No" 2.86100006103516 "No"
"1089" 4545 "< 12 years" "No" "No" 5.5164999961853 "Yes"
"1090" 4553 "< 12 years" "No" "No" 4.61350011825562 "Yes"
"1091" 4554 "12-15 years" "No" "No" 10.1660003662109 "Yes"
"1092" 4582 "12-15 years" "No" "No" 12.7530002593994 "No"
"1093" 4584 "< 12 years" "No" "No" 47.0089988708496 "No"
"1094" 4595 "< 12 years" "No" "No" 18.8640003204346 "No"
"1095" 4598 "< 12 years" "No" "No" 38.7319984436035 "No"
"1096" 4604 "12-15 years" "No" "No" 56.0410003662109 "No"
"1097" 4606 "< 12 years" "No" "No" 41.3880004882812 "No"
"1098" 4608 "12-15 years" "No" "No" 23.7320003509521 "Yes"
"1099" 4611 "12-15 years" "No" "No" 8.91450023651123 "Yes"
"1100" 4618 "16+ years" "No" "No" 21.3390007019043 "No"
"1101" 4621 "< 12 years" "No" "No" 27.8169994354248 "No"
"1102" 4622 "12-15 years" "No" "No" 7.08249998092651 "Yes"
"1103" 4624 "< 12 years" "No" "No" 24.0160007476807 "No"
"1104" 4626 "12-15 years" "No" "No" 41.1279983520508 "No"
"1105" 4629 "12-15 years" "No" "No" 24.9990005493164 "No"
"1106" 4631 "12-15 years" "No" "No" 17.6005001068115 "Yes"
"1107" 4653 "12-15 years" "No" "Yes" 6.33249998092651 "Yes"
"1108" 4655 "< 12 years" "No" "No" 35.8030014038086 "No"
"1109" 4661 "< 12 years" "No" "No" 1.91649997234344 "Yes"
"1110" 4662 "12-15 years" "No" "No" 9.37399959564209 "No"
"1111" 4670 "12-15 years" "No" "No" 53.1549987792969 "No"
"1112" 4676 "12-15 years" "No" "No" 15.0579996109009 "No"
"1113" 4678 "12-15 years" "No" "No" 15.0579996109009 "No"
"1114" 4691 "12-15 years" "No" "No" 6.98699998855591 "No"
"1115" 4699 "12-15 years" "No" "No" 4.01599979400635 "No"
"1116" 4701 "16+ years" "No" "No" 41.1199989318848 "No"
"1117" 4704 "< 12 years" "No" "No" 49.9990005493164 "No"
"1118" 4706 "< 12 years" "No" "No" 38.5709991455078 "No"
"1119" 4707 "16+ years" "No" "No" 22.4009990692139 "No"
"1120" 4709 "< 12 years" "Yes" "Yes" 15.0004997253418 "Yes"
"1121" 4711 "16+ years" "No" "No" 2.50500011444092 "Yes"
"1122" 4719 "16+ years" "No" "No" 28.0739994049072 "No"
"1123" 4735 "12-15 years" "No" "No" 3.01699995994568 "No"
"1124" 4738 "12-15 years" "No" "No" 45.7330017089844 "No"
"1125" 4740 "< 12 years" "No" "No" 33.0130004882812 "No"
"1126" 4742 "12-15 years" "No" "No" 23.5779991149902 "No"
"1127" 4743 "12-15 years" "No" "No" 23.5779991149902 "No"
"1128" 4745 "< 12 years" "No" "No" 21.6784992218018 "Yes"
"1129" 4749 "12-15 years" "No" "No" 13.9689998626709 "No"
"1130" 4753 "< 12 years" "No" "No" 10.4860000610352 "Yes"
"1131" 4759 "< 12 years" "No" "No" 5.66699981689453 "Yes"
"1132" 4762 "< 12 years" "No" "No" 9.91349983215332 "Yes"
"1133" 4766 "16+ years" "No" "No" 5.24849987030029 "Yes"
"1134" 4779 "12-15 years" "No" "No" 4.83500003814697 "No"
"1135" 4783 "< 12 years" "No" "No" 5.68400001525879 "No"
"1136" 4785 "< 12 years" "No" "No" 62.3300018310547 "No"
"1137" 4788 "12-15 years" "No" "No" 43.8819999694824 "No"
"1138" 4792 "16+ years" "No" "No" 4.08199977874756 "Yes"
"1139" 4795 "< 12 years" "No" "No" 50.5019989013672 "No"
"1140" 4797 "< 12 years" "Yes" "No" 50.1629981994629 "No"
"1141" 4807 "16+ years" "No" "No" 16.0820007324219 "Yes"
"1142" 4812 "16+ years" "No" "No" 9.55500030517578 "No"
"1143" 4818 "16+ years" "No" "No" 9.55500030517578 "No"
"1144" 4819 "12-15 years" "No" "No" 4.7039999961853 "Yes"
"1145" 4822 "12-15 years" "No" "No" 43.3129997253418 "No"
"1146" 4826 "12-15 years" "No" "No" 25.7220001220703 "No"
"1147" 4830 "< 12 years" "No" "No" 53.9850006103516 "No"
"1148" 4837 "12-15 years" "No" "No" 4.66800022125244 "Yes"
"1149" 4838 "12-15 years" "No" "No" 1.77699995040894 "No"
"1150" 4839 "12-15 years" "No" "No" 1.5110000371933 "Yes"
"1151" 4847 "12-15 years" "No" "No" 9.01049995422363 "Yes"
"1152" 4851 "12-15 years" "No" "No" 14.0970001220703 "No"
"1153" 4858 "< 12 years" "No" "No" 19.8575000762939 "Yes"
"1154" 4863 "12-15 years" "No" "No" 7.99700021743774 "No"
"1155" 4865 "12-15 years" "No" "No" 27.4090003967285 "No"
"1156" 4869 "12-15 years" "No" "No" 39.3619995117188 "No"
"1157" 4873 "16+ years" "No" "No" 16.7800006866455 "No"
"1158" 4879 "12-15 years" "No" "No" 12.5970001220703 "No"
"1159" 4880 "12-15 years" "Yes" "No" 9.59099960327148 "No"
"1160" 4883 "12-15 years" "No" "No" 25.0130004882812 "No"
"1161" 4888 "< 12 years" "Yes" "No" 34.0999984741211 "No"
"1162" 4897 "< 12 years" "Yes" "No" 3.20849990844727 "Yes"
"1163" 4905 "12-15 years" "Yes" "No" 4.02199983596802 "Yes"
"1164" 4907 "12-15 years" "No" "No" 10.0010004043579 "No"
"1165" 4910 "< 12 years" "No" "No" 64.254997253418 "No"
"1166" 4911 "12-15 years" "No" "No" 23.6189994812012 "No"
"1167" 4915 "< 12 years" "No" "No" 14.746000289917 "No"
"1168" 4916 "12-15 years" "No" "No" 14.746000289917 "No"
"1169" 4918 "12-15 years" "Yes" "No" 20.5205001831055 "Yes"
"1170" 4922 "12-15 years" "Yes" "No" 0.734000027179718 "No"
"1171" 4927 "12-15 years" "Yes" "No" 1.1690000295639 "No"
"1172" 4934 "12-15 years" "Yes" "No" 3.17300009727478 "No"
"1173" 4937 "12-15 years" "No" "No" 42.2509994506836 "No"
"1174" 4944 "12-15 years" "No" "No" 19.576000213623 "No"
"1175" 4946 "< 12 years" "No" "No" 28.9990005493164 "No"
"1176" 4948 "< 12 years" "No" "No" 27.4769992828369 "No"
"1177" 4952 "12-15 years" "No" "No" 18.1630001068115 "No"
"1178" 4956 "12-15 years" "No" "No" 11.4549999237061 "No"
"1179" 4959 "12-15 years" "No" "No" 15.2884998321533 "Yes"
"1180" 4962 "12-15 years" "No" "No" 31.9099998474121 "No"
"1181" 4967 "12-15 years" "No" "No" 1.41550004482269 "Yes"
"1182" 4969 "< 12 years" "Yes" "No" 61.4980010986328 "No"
"1183" 4972 "< 12 years" "Yes" "No" 61.4980010986328 "No"
"1184" 4973 "12-15 years" "Yes" "No" 7.65749979019165 "Yes"
"1185" 4974 "< 12 years" "Yes" "No" 25.3090000152588 "No"
"1186" 4995 "12-15 years" "No" "No" 31.7749996185303 "No"
"1187" 5001 "12-15 years" "No" "No" 7.41149997711182 "Yes"
"1188" 5004 "12-15 years" "No" "No" 19.1730003356934 "No"
"1189" 5008 "< 12 years" "No" "No" 4.13399982452393 "Yes"
"1190" 5015 "12-15 years" "No" "No" 3.25300002098083 "No"
"1191" 5018 "12-15 years" "Yes" "No" 24.9169998168945 "No"
"1192" 5020 "12-15 years" "No" "No" 0.640999972820282 "No"
"1193" 5024 "12-15 years" "No" "No" 8.04349994659424 "Yes"
"1194" 5028 "16+ years" "No" "No" 13.4370002746582 "No"
"1195" 5030 "16+ years" "No" "No" 13.4370002746582 "No"
"1196" 5032 "12-15 years" "No" "No" 13.6990003585815 "Yes"
"1197" 5038 "16+ years" "No" "No" 20.6539993286133 "No"
"1198" 5043 "12-15 years" "No" "No" 19.4409999847412 "No"
"1199" 5046 "< 12 years" "No" "No" 25.9990005493164 "No"
"1200" 5050 "< 12 years" "No" "No" 9.46500015258789 "Yes"
"1201" 5051 "12-15 years" "No" "No" 8.4680004119873 "No"
"1202" 5053 "12-15 years" "No" "No" 27.3349990844727 "No"
"1203" 5056 "12-15 years" "No" "No" 40.8050003051758 "No"
"1204" 5062 "12-15 years" "No" "No" 4.33699989318848 "Yes"
"1205" 5064 "12-15 years" "No" "No" 21.6650009155273 "Yes"
"1206" 5066 "< 12 years" "No" "No" 36.9449996948242 "No"
"1207" 5069 "12-15 years" "No" "No" 36.9449996948242 "No"
"1208" 5071 "< 12 years" "No" "No" 2.07500004768372 "No"
"1209" 5072 "12-15 years" "No" "No" 18.7950000762939 "No"
"1210" 5081 "12-15 years" "No" "No" 7.24949979782104 "Yes"
"1211" 5087 "12-15 years" "No" "No" 32.1720008850098 "No"
"1212" 5090 "12-15 years" "No" "No" 24.7259998321533 "No"
"1213" 5095 "16+ years" "No" "No" 13.9739999771118 "Yes"
"1214" 5098 "12-15 years" "No" "No" 38.9160003662109 "No"
"1215" 5104 "16+ years" "No" "No" 15.9340000152588 "No"
"1216" 5107 "16+ years" "No" "No" 15.9340000152588 "No"
"1217" 5109 "< 12 years" "No" "No" 11.164999961853 "No"
"1218" 5112 "12-15 years" "No" "No" 52 "No"
"1219" 5114 "12-15 years" "No" "No" 54.5950012207031 "No"
"1220" 5123 "12-15 years" "No" "No" 2.16599988937378 "Yes"
"1221" 5127 "12-15 years" "No" "No" 5.08400011062622 "Yes"
"1222" 5134 "12-15 years" "No" "No" 49.9990005493164 "No"
"1223" 5137 "< 12 years" "No" "No" 38.4939994812012 "No"
"1224" 5143 "12-15 years" "No" "No" 17.6700000762939 "No"
"1225" 5154 "12-15 years" "No" "No" 21.0659999847412 "No"
"1226" 5157 "< 12 years" "Yes" "No" 59.2060012817383 "No"
"1227" 5159 "< 12 years" "No" "No" 34.609001159668 "No"
"1228" 5161 "< 12 years" "No" "No" 47.7589988708496 "No"
"1229" 5166 "< 12 years" "No" "No" 6.2480001449585 "Yes"
"1230" 5168 "12-15 years" "No" "No" 6.28900003433228 "No"
"1231" 5178 "12-15 years" "No" "No" 40.6949996948242 "No"
"1232" 5182 "< 12 years" "No" "No" 10.9154996871948 "Yes"
"1233" 5185 "12-15 years" "No" "No" 16.2269992828369 "No"
"1234" 5189 "16+ years" "No" "No" 4.00299978256226 "No"
"1235" 5191 "< 12 years" "No" "No" 54.8450012207031 "No"
"1236" 5195 "16+ years" "No" "No" 1.66499996185303 "Yes"
"1237" 5197 "12-15 years" "No" "No" 43.1100006103516 "No"
"1238" 5200 "12-15 years" "No" "No" 38.2120018005371 "No"
"1239" 5206 "< 12 years" "No" "No" 43.9640007019043 "No"
"1240" 5208 "16+ years" "No" "No" 13.2484998703003 "Yes"
"1241" 5210 "16+ years" "No" "No" 9.12800025939941 "Yes"
"1242" 5212 "12-15 years" "No" "No" 42.8230018615723 "No"
"1243" 5218 "12-15 years" "No" "No" 20.8430004119873 "No"
"1244" 5221 "12-15 years" "No" "No" 3.41700005531311 "Yes"
"1245" 5226 "12-15 years" "No" "No" 29.0814990997314 "Yes"
